,0,neg,neu,pos,compound
1709,['AppleTV debuts streaming TV service with Oprah and Aniston  '],0.0,1.0,0.0,0.0
1710,['Procter amp Gamble rivals take refills into beauty aisle  '],0.0,0.703,0.297,0.5859
1711,['Schools in New Delhi shut until Nov 5 as air pollution severe  '],0.191,0.809,0.0,-0.3818
1712,['California makes headway against wildfires after fierce Santa Ana winds ease  '],0.0,0.815,0.185,0.3612
1713,['China calls for businesses to shut down ecigarette online shops  '],0.0,1.0,0.0,0.0
1714,['Nissan picks US finance chief as new generation takes helm  '],0.0,1.0,0.0,0.0
1715,['Thai court increases prison time for officials in Rohingya trafficking case  '],0.231,0.769,0.0,-0.5106
1716,['Suspected upskirter found dead after being detained by members of the public  '],0.389,0.611,0.0,-0.7906
1717,['Schools in New Delhi shut until Nov 5 as air pollution severe  '],0.191,0.809,0.0,-0.3818
1718,['Japan retailers to charge for plastic bags from 2020  '],0.0,1.0,0.0,0.0
1719,['Ascendas REIT to buy business parks from CapitaLand for S17 billion  '],0.0,1.0,0.0,0.0
1720,['PM Lee to attend ASEAN Summit in Bangkok  '],0.0,1.0,0.0,0.0
1721,['Hong Kong September retail sales fall 183 as protests take toll  '],0.147,0.853,0.0,-0.2263
1722,['Schools in New Delhi shut until November 5 as air pollution severe  '],0.191,0.809,0.0,-0.3818
1723,['Thousands of Islamist protesters converge on Pakistan capital  '],0.192,0.808,0.0,-0.2263
1724,['Football Busy Inter Milan have another chance to overtake Juventus  '],0.0,0.833,0.167,0.25
1725,['South Korea seeks tougher penalties against child porn after dark web site bust  '],0.0,0.884,0.116,0.1779
1726,['China US maintain close contact on trade issues foreign ministry  '],0.0,1.0,0.0,0.0
1727,['Changes in permanent secretary appointments from Nov 18  '],0.0,1.0,0.0,0.0
1728,['Smoking ban takes effect in Austrian bars restaurants  '],0.31,0.69,0.0,-0.5574
1729,['China calls for businesses to shut down ecigarette online shops  '],0.0,1.0,0.0,0.0
1730,['New Canberra MRT station set to reduce journey to city by 10 minutes  '],0.0,1.0,0.0,0.0
1731,['Singapores newest MRT station Canberra lets commuters get to the train platform directly using a link bridge '],0.0,1.0,0.0,0.0
1732,['Foodpanda rider on pizza delivery cycled into jogger who fell and died  '],0.231,0.769,0.0,-0.5574
1733,['Funerals begin as town mourns victims of Pakistan train fire  '],0.503,0.497,0.0,-0.7964
1734,['Funerals begin as town mourns victims of Pakistan train fire  '],0.503,0.497,0.0,-0.7964
1735,['Auto dealer Lookers expects profit to slump top executives leave  '],0.086,0.576,0.338,0.5423
1736,['RT  Thailands Ministry for Digital Economy and Society has opened its AntiFake News Center  today But is it'],0.0,1.0,0.0,0.0
1737,['2 men arrested on suspicion of drug trafficking S53000 worth of drugs seized  '],0.306,0.591,0.102,-0.5859
1738,['Canberra MRT station to open on Saturday  '],0.0,1.0,0.0,0.0
1739,['Fugitive Malaysian 1MDB financier Jho Low offered asylum Spokesperson  '],0.176,0.672,0.151,-0.0772
1740,['Nissan appoints new CFO says some senior managers to leave in latest shakeup  '],0.189,0.811,0.0,-0.2023
1741,['WATCH  personnel rescue two men from the 13th floor of an HDB block after a fire broke out at Bukit Batok Str '],0.276,0.612,0.112,-0.5859
1742,['Maskless Merkel braves severe Delhi smog  '],0.41,0.342,0.248,-0.2263
1743,['UK defends Brexit deal after Trump trade warning  '],0.231,0.769,0.0,-0.34
1744,['Taiwanese singer Jam Hsiao dresses up as Will Smith for Halloween party  in blackface  '],0.0,0.838,0.162,0.4019
1745,['Basketball Leonard shines against former team in Clippers win  '],0.0,0.703,0.297,0.5859
1746,['Football Lippi accused of slap in the face as China critics circle  '],0.275,0.625,0.1,-0.4215
1747,['China warns it wont tolerate dissent in Hong Kong  '],0.135,0.865,0.0,-0.1027
1748,['Finishers face off against Bomb Squad in 21st century final  '],0.242,0.758,0.0,-0.4939
1749,['Fugitive Malaysian 1MDB financier Jho Low offered asylum Spokesperson  '],0.176,0.672,0.151,-0.0772
1750,['Asian shares at fresh threemonth highs on China PMI surprise  '],0.0,0.548,0.452,0.6808
1751,['Novartis arthritis drug fails to prove it is significantly better than rival  '],0.168,0.659,0.174,0.0258
1752,['Youthful England ride wave of royal support  '],0.0,0.722,0.278,0.4019
1753,['Rugby England South Africa tactics for World Cup final  '],0.0,1.0,0.0,0.0
1754,['England South Africa tactics for World Cup final  '],0.0,1.0,0.0,0.0
1755,['Australias Genex pumped hydro project funding falls through shares tank  '],0.0,0.82,0.18,0.296
1756,['South Africas Taste Holdings plans to exit food business sells Starbucks  '],0.0,1.0,0.0,0.0
1757,['Hong Kongs candyman turns sweets into an art form  '],0.0,0.738,0.262,0.4939
1758,['We need to choose our battles to win the final war says Underhill  '],0.305,0.516,0.178,-0.4019
1759,['Second batch of bicentennial S20 notes to be available from next week  '],0.0,1.0,0.0,0.0
1760,['Australian healthcare shares hold ground as report flags regulatory change  '],0.0,0.82,0.18,0.296
1761,['Apple Wistron propose possibility of directly investing in Japan Display  Kyodo  '],0.0,1.0,0.0,0.0
1762,['SE Asias biggest travel app Traveloka eyes dual listing bets on fintech  '],0.0,1.0,0.0,0.0
1763,['Gardens by the Bays Christmas Wonderland returns with new parade Santas workshop  '],0.0,1.0,0.0,0.0
1764,['Man arrested for unlawful discharge of fireworks in Little India  '],0.237,0.763,0.0,-0.4767
1765,['South Africas Kolbe Du Toit nominated for Player of the Year  '],0.0,1.0,0.0,0.0
1766,['The infamous Game Of Thrones coffee cup scene Emilia Clarke reveals culprit  '],0.0,1.0,0.0,0.0
1767,['Liverpools AlexanderArnold eyes captains armband  '],0.0,1.0,0.0,0.0
1768,['Firefighters rescue 2 people standing on ledge outside window after fire breaks out in Bukit Batok flat '],0.116,0.725,0.159,0.2263
1769,['Man who stole tap from Woodlands police station gets less jail time after appeal  '],0.0,1.0,0.0,0.0
1770,['Government officials around the globe targeted for hacking through WhatsApp Sources  '],0.0,1.0,0.0,0.0
1771,['Nokia eyes Malaysian ports for 5G business as Huawei takes early lead  '],0.0,1.0,0.0,0.0
1772,['General Motors strike looms over US October job growth  '],0.244,0.551,0.205,0.128
1773,['Olympics Tokyo governor gives reluctant consent to marathon venue move  '],0.155,0.698,0.147,-0.0258
1774,['Singaporean singer turns online hate comments into a viral music video in India  '],0.236,0.764,0.0,-0.5719
1775,['Several automakers back Trump in two other California vehicle emissions suits  '],0.0,1.0,0.0,0.0
1776,['Decadeold burgers decay livestreamed in Iceland  '],0.31,0.69,0.0,-0.4019
1777,['China to use import fair to highlight trade credentials  '],0.0,0.63,0.37,0.5719
1778,['Olympics Tokyo governor gives reluctant consent to move marathon  '],0.168,0.672,0.16,-0.0258
1779,['Hong Kong braces for mass rally over weekend after Halloween clashes  '],0.0,1.0,0.0,0.0
1780,['Burnleys Dyche wont tone down diving criticism  '],0.407,0.593,0.0,-0.4805
1781,['Trump says he will make Florida his permanent residence  '],0.0,1.0,0.0,0.0
1782,['Syrias Assad says he does not want Turkey as an enemy  '],0.321,0.679,0.0,-0.575
1783,['Nintendo shares jump almost 7 after strong Switch Lite launch  '],0.0,0.605,0.395,0.6395
1784,['Nintendo shares jump almost 7per cent after strong Switch Lite launch  '],0.0,0.645,0.355,0.6705
1785,['Tale of footballer chasing SEA Games dream wins Story of the Year for CNA Digital reporter at FAS awards '],0.0,0.661,0.339,0.8271
1786,['Sparkling diamonds and heavenly bodies How to let your inner star shine  '],0.0,0.75,0.25,0.6124
1787,['Exclusive Government officials around the globe targeted for hacking through WhatsApp  sources '],0.0,1.0,0.0,0.0
1788,['Energy giants face 35 output cut to hit Paris climate goals  '],0.16,0.84,0.0,-0.2732
1789,['Grappling with change Womens wrestling tones down razzmatazz in Riyadh  '],0.0,1.0,0.0,0.0
1790,['South Korean helicopter crashes into sea off disputed islets seven missing  '],0.315,0.685,0.0,-0.5574
1791,['Asian shares slip on trade deal worry dollar defensive  '],0.22,0.53,0.25,-0.1531
1792,['11 men arrested for illegal transaction of marine gas oil  '],0.427,0.573,0.0,-0.7717
1793,['Thai king creates boot campstyle unity courses  '],0.0,0.769,0.231,0.2732
1794,['Canada denies sharing Huawei CFO Mengs devices details with FBI Court documents  '],0.169,0.663,0.169,0.0
1795,['US withholding US105 million in security aid for Lebanon Sources  '],0.0,0.806,0.194,0.34
1796,['No Twitter ads no problem for Trump Campaign official  '],0.38,0.62,0.0,-0.5994
1797,['US imposes new Iran sanctions while waiving others  '],0.149,0.851,0.0,-0.1027
1798,['Kpop band Monsta X members in backtoback scandals from debts to an affair  '],0.211,0.789,0.0,-0.4939
1799,['Canada denies sharing Huawei CFO Mengs devices details with FBI  court documents  '],0.169,0.663,0.169,0.0
1800,['Canada denies sharing Huawei CFO Mengs devices details with FBI court documents  '],0.169,0.663,0.169,0.0
1801,['Dining out at Robertson Quay Check out this popup while youre there  '],0.0,1.0,0.0,0.0
1802,['European stocks ease back on trade tensions  '],0.241,0.536,0.223,-0.0516
1803,['India asks WhatsApp to explain privacy breach  '],0.0,1.0,0.0,0.0
1804,['Commentary US House didnt need to pass impeachment process but did Heres why  '],0.0,1.0,0.0,0.0
1805,['IOC Tokyo 2020 set for showdown talks over marathon  '],0.0,1.0,0.0,0.0
1806,['Australian healthcare shares fall as report on aged care flags regulatory change  '],0.0,0.671,0.329,0.6597
1807,['US students called suicide hotline but instead got sex line  '],0.216,0.784,0.0,-0.4118
1808,['ExApple executive joins startup aimed at banishing smartphone cables  '],0.0,1.0,0.0,0.0
1809,['Emo rockers My Chemical Romance reunite after seven years  for one LA show  '],0.0,0.783,0.217,0.5574
1810,['Football Dutch duo spark Arsenal rout of Czechs in Womens Champions League  '],0.0,0.675,0.325,0.6486
1811,['Hamilton hit by pioneering spirit as F1 charts new course  '],0.0,0.855,0.145,0.1779
1812,['US consumer spending slowing inflation benign  '],0.0,0.723,0.277,0.3182
1813,['Milan breathe easier after seeing off lowly SPAL  '],0.169,0.593,0.237,0.2023
1814,['More fires and evacuations in weary California  '],0.231,0.769,0.0,-0.2732
1815,['Unapologetic Verstappen says hes in Hamiltons head  '],0.0,1.0,0.0,0.0
1816,['The fight to save Bangkoks affordable and iconic street food  '],0.176,0.608,0.216,0.1531
1817,['North Korea conducts new test of superlarge rocket launcher KCNA  '],0.0,1.0,0.0,0.0
1818,['Facebook sued for age gender bias in financial services ads  '],0.123,0.877,0.0,-0.1027
1819,['Supper Club One of the best Hokkien mee in Singapore is in a bar  '],0.0,0.756,0.244,0.6369
1820,['Qantas finds cracks in three of its Boeing 737NG planes  '],0.0,1.0,0.0,0.0
1821,['Commentary Why Singapore is ripe for an electric vehicle revolution  '],0.0,1.0,0.0,0.0
1822,['Brazil navy scrambles to save Abrolhos coral reefs from oil spill  '],0.0,0.775,0.225,0.4939
1823,['From 1200 hopefuls to 12 finalists  who will win Star Search 2019 on Nov 3  '],0.0,0.787,0.213,0.5859
1824,['Australias Qantas finds cracks in three of its 737NG planes  '],0.0,1.0,0.0,0.0
1825,['Granadas rise halted by defeat at Getafe  '],0.3,0.7,0.0,-0.4588
1826,['Commentary China must make its huge domestic market size a source of growth  '],0.0,0.692,0.308,0.5994
1827,['Commentary Fears of a financial crisis around corner drive US Feds rate cuts  '],0.476,0.524,0.0,-0.8442
1828,['Nadal marches on in Paris Djokovic wins  '],0.0,0.654,0.346,0.5719
1829,['UK Brexit accord rules out trade deal with US Trump  '],0.0,1.0,0.0,0.0
1830,['US prosecutors file new charges in UAW corruption case  '],0.189,0.811,0.0,-0.2732
1831,['Respected North Korea envoy tapped as US State Dept number two  '],0.0,0.894,0.106,0.0772
1832,['Pinterest quarterly revenue forecast disappoint shares plunge  '],0.248,0.55,0.202,-0.128
1833,['Hudsons Bay shareholder Catalyst opposes go private deal  '],0.0,1.0,0.0,0.0
1834,['New Wells Fargo CEO says he wants to fix problems isnt a wallflower  '],0.172,0.701,0.127,-0.1779
1835,['American Airlines flight attendants stand up to Boeing CEO on 737 MAX  '],0.0,1.0,0.0,0.0
1836,['Qantas says cracked jets removed from service for repair will minimise customer impact  '],0.0,1.0,0.0,0.0
1837,['Tennis Nadal eases past Wawrinka as Djokovic sets up Tsitsipas clash  '],0.0,0.827,0.173,0.3182
1838,['Cardiac rehab after heart valve surgery tied to better outcomes  '],0.0,0.775,0.225,0.4404
1839,['WeWork former CEO Adam Neumann accused of pregnancy discrimination  '],0.196,0.804,0.0,-0.296
1840,['Amgen to take 205per cent stake in BeiGene to expand in China  '],0.0,0.839,0.161,0.3182
1841,['Infection amnesia Measles destroys immune system memory  '],0.305,0.508,0.186,-0.34
1842,['Pinterest falls short of quarterly revenue estimates forecast disappoints  '],0.224,0.776,0.0,-0.3818
1843,['Wall Street retreats from record on trade cloudiness  '],0.0,1.0,0.0,0.0
1844,['US Interior Department grounds Chinesemade drones  '],0.0,1.0,0.0,0.0
1845,['US stocks pull back amid unease over growth trade  '],0.203,0.602,0.195,-0.0258
1846,['Arsenals Xhaka says he reached boiling point after abuse  '],0.309,0.588,0.103,-0.5859
1847,['Google urges confidentiality protections in Texasled antitrust probe  '],0.0,1.0,0.0,0.0
1848,['Rallying New world champion Tanak leaves Toyota for Hyundai  '],0.0,0.698,0.302,0.5994
1849,['American Airlines flight attendants voice 737 MAX concerns to Boeing CEO letter  '],0.0,1.0,0.0,0.0
1850,['Google sues Texas to protect confidential information in antitrust probe  '],0.0,0.794,0.206,0.3818
1851,['Safety the priority at Breeders Cup in Santa Anita  '],0.0,1.0,0.0,0.0
1852,['Stress disorders tied to risk for lifethreatening infections  '],0.208,0.792,0.0,-0.2732
1853,['Amgen to take 205per cent stake in BeiGene to expand in China  '],0.0,0.839,0.161,0.3182
1854,['US Interior Department grounds Chinesemade drones  '],0.0,1.0,0.0,0.0
1855,['Even after Lyft beat Wall Street pummels former unicorns  '],0.0,1.0,0.0,0.0
1856,['Regular exercise before breast cancer tied to lower heart risk after treatment  '],0.465,0.535,0.0,-0.8271
1857,['Massive wildfires hit southern Brazils Pantanal  '],0.0,1.0,0.0,0.0
1858,['Business forum boosts Saudi image but some say more rehab needed  '],0.0,0.87,0.13,0.1655
1859,['Motor Rally World champion Tanak quits Toyota for Hyundai  '],0.0,0.698,0.302,0.5994
1860,['WhatsApp hacked to spy on top government officials at US allies  sources  '],0.174,0.71,0.116,-0.2263
1861,['Pelosi US House close to approving trade deal with Mexico Canada  '],0.0,1.0,0.0,0.0
1862,['Facebook is sued for age gender bias in financial services ads  '],0.113,0.887,0.0,-0.1027
1863,['Football Messi returns for Argentina after ban for Brazil Uruguay friendlies  '],0.214,0.595,0.19,-0.1027
1864,['Past winners at core of Big Apple marathon  '],0.0,0.721,0.279,0.4767
1865,['Proxy adviser ISS sues US markets regulator over guidance aimed at curbing advice  '],0.0,1.0,0.0,0.0
1866,['Even after Lyft beat Wall Street pummels former unicorns  '],0.0,1.0,0.0,0.0
1867,['Facebook shares jump 5per cent after strong results  '],0.0,0.56,0.44,0.6705
1868,['Unleashed by Messi Barca look to continue winning surge  '],0.0,0.726,0.274,0.5267
1869,['Formula One presents new car and rules revamp for 2021  '],0.0,1.0,0.0,0.0
1870,['Football Levein sacked as Hearts manager  '],0.0,1.0,0.0,0.0
1871,['US vapingrelated deaths rise to 37 cases of illness to 1888  '],0.197,0.803,0.0,-0.4019
1872,['Ford plans to close engine plant in Michigan as part of UAW deal  '],0.0,1.0,0.0,0.0
1873,['Facebook in EU antitrust crosshairs online marketplace now under scrutiny  '],0.0,1.0,0.0,0.0
1874,['Football England plan celebration of 1000th international  '],0.0,1.0,0.0,0.0
1875,['Silva ruled out of PSGs trip to Dijon  '],0.0,1.0,0.0,0.0
1876,['US House formalises Trump impeachment process in landmark vote  '],0.0,0.874,0.126,0.0772
1877,['Tennis Djokovic sets up Tsitsipas clash as Dimitrov beats Thiem  '],0.0,1.0,0.0,0.0
1878,['Truck driver trapped pinned to seat after vehicle overturns along ECP  '],0.236,0.764,0.0,-0.5267
1879,['Bombardier shares rise on target commitment asset sales  '],0.0,0.451,0.549,0.743
1880,['Uber pulls US40 million Colombia investment citing regulatory uncertainty  '],0.211,0.789,0.0,-0.34
1881,['Tennis Top ranked Barty books berth in WTA Finals last four  '],0.0,0.859,0.141,0.2023
1882,['Twitter says tech tools remove one in two abusive tweets in first half  '],0.244,0.756,0.0,-0.6369
